Circ Region,Transaction Date,Patron Zip,Source,Item Age,Checkouts,Checkouts from Holds,Holds Placed,Home Library Code,Home Library Name,Media Type,Original Item Location,Original Item Branch,Original Item Region,Transaction Method,P Type,Branch Blending,Item Type,Circ Branch,Item Code,Item Definition,Central Divisions,PType Age,Checkout Path,Reading Format,Language,Summer Reading Code,Renewals,OD Renewal,Circ,Checkins,Book/Non-Book,PType Code
No Region,7/8/2026,10016,Sierra,Unknown,0,0,2,01,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11205,Sierra,Unknown,0,0,2,01,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11238,Sierra,Unknown,0,0,2,01,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11238,Sierra,Unknown,0,0,2,01,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11238,Sierra,Unknown,0,0,2,01,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11238,Sierra,Unknown,0,0,2,01,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11238,Sierra,Unknown,0,0,2,01,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11238,Sierra,Unknown,0,0,2,01,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11238,Sierra,Unknown,0,0,2,01,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11238,Sierra,Unknown,0,0,2,01,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11216,Sierra,Unknown,0,0,2,22,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11216,Sierra,Unknown,0,0,2,22,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11224,Sierra,Unknown,0,0,2,24,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11224,Sierra,Unknown,0,0,2,24,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11224,Sierra,Unknown,0,0,2,24,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11218,Sierra,Unknown,0,0,2,25,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11209,Sierra,Unknown,0,0,2,28,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11209,Sierra,Unknown,0,0,2,28,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11209,Sierra,Unknown,0,0,2,28,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11220,Sierra,Unknown,0,0,2,28,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11220,Sierra,Unknown,0,0,2,28,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11206,Sierra,Unknown,0,0,2,29,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11213,Sierra,Unknown,0,0,2,30,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11213,Sierra,Unknown,0,0,2,30,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11225,Sierra,Unknown,0,0,2,30,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11225,Sierra,Unknown,0,0,2,30,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11225,Sierra,Unknown,0,0,2,30,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11221,Sierra,Unknown,0,0,2,35,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11221,Sierra,Unknown,0,0,2,35,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11209,Sierra,Unknown,0,0,2,38,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11211,Sierra,Unknown,0,0,2,41,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11215,Sierra,Unknown,0,0,2,41,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11215,Sierra,Unknown,0,0,2,41,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11235,Sierra,Unknown,0,0,2,44,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11235,Sierra,Unknown,0,0,2,44,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11229,Sierra,Unknown,0,0,2,45,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11206,Sierra,Unknown,0,0,2,46,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11206,Sierra,Unknown,0,0,2,46,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11211,Sierra,Unknown,0,0,2,46,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11211,Sierra,Unknown,0,0,2,46,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11211,Sierra,Unknown,0,0,2,46,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11233,Sierra,Unknown,0,0,2,47,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11217,Sierra,Unknown,0,0,2,on,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,French,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11225,Sierra,Unknown,0,0,2,30,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult Power User,,Unknown,No Branch,Unknown,Unknown,Branches,Adult Power User,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult Power User
No Region,7/8/2026,11220,Sierra,Unknown,0,0,2,25,,Physical,Unknown,Unknown,No Region,E-Commerce,Juvenile,,Unknown,No Branch,Unknown,Unknown,Branches,Juvenile,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Juvenile
No Region,7/8/2026,11221,Sierra,Unknown,0,0,2,47,,Physical,Unknown,Unknown,No Region,E-Commerce,Juvenile,,Unknown,No Branch,Unknown,Unknown,Branches,Juvenile,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Juvenile
No Region,7/8/2026,11221,Sierra,Unknown,0,0,2,47,,Physical,Unknown,Unknown,No Region,E-Commerce,Juvenile,,Unknown,No Branch,Unknown,Unknown,Branches,Juvenile,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Juvenile
No Region,7/8/2026,11238,Sierra,Unknown,0,0,2,01,,Physical,Unknown,Unknown,No Region,E-Commerce,Senior Citizen,,Unknown,No Branch,Unknown,Unknown,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Senior Citizen
No Region,7/8/2026,11223,Sierra,Unknown,0,0,2,45,,Physical,Unknown,Unknown,No Region,E-Commerce,Senior Citizen,,Unknown,No Branch,Unknown,Unknown,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Senior Citizen
No Region,7/8/2026,11239,Sierra,Adult,0,0,2,85,,Physical,16anf,Central,Central,E-Commerce,Adult,,Book,Central,anf,Adult Non-Fiction,"Society, Sciences & Technology",Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
No Region,7/8/2026,11201,Sierra,YA,0,0,2,88,,Physical,57ynf,Saratoga,New Lots,E-Commerce,Branch Cards,,Book,Saratoga,ynf,YA Non-Fiction,Branches,Branch Cards,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Branch Cards
No Region,7/8/2026,11211,Sierra,YA,0,0,2,60,,Physical,50ygn,Brooklyn Heights,Park Slope,E-Commerce,Branch Cards,,YA Graphic Novel,Brooklyn Heights,ygn,YA Graphic Novel,Branches,Branch Cards,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Branch Cards
No Region,7/8/2026,11797,Sierra,Unknown,0,0,3,69,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,Chinese,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11226,Sierra,Unknown,0,0,3,38,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11228,Sierra,Unknown,0,0,3,67,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11228,Sierra,Unknown,0,0,3,67,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11214,Sierra,Unknown,0,0,3,71,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11214,Sierra,Unknown,0,0,3,71,,Physical,Unknown,Unknown,No Region,E-Commerce,Adult,,Unknown,No Branch,Unknown,Unknown,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Adult
No Region,7/8/2026,11215,Sierra,Unknown,0,0,3,53,,Physical,Unknown,Unknown,No Region,E-Commerce,Juvenile,,Unknown,No Branch,Unknown,Unknown,Branches,Juvenile,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Juvenile
No Region,7/8/2026,11215,Sierra,Unknown,0,0,3,53,,Physical,Unknown,Unknown,No Region,E-Commerce,Juvenile,,Unknown,No Branch,Unknown,Unknown,Branches,Juvenile,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Juvenile
No Region,7/8/2026,11220,Sierra,Unknown,0,0,3,55,,Physical,Unknown,Unknown,No Region,E-Commerce,Juvenile,,Unknown,No Branch,Unknown,Unknown,Branches,Juvenile,Unknown,,English,TEMPORARILY BLANK,0,,0,0,,Juvenile
Central,7/8/2026,11207,Sierra,Adult,0,2,0,52,,Physical,16anf,Central,Central,Self-Check,Adult,,Book,Central,anf,Adult Non-Fiction,"Society, Sciences & Technology",Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
Crown Heights,7/8/2026,11211,Sierra,Adult,0,2,0,46,,Physical,55anf,Sunset Park,New Utrecht,Self-Check,Adult,,Book,Leonard,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
Flatbush,7/8/2026,11218,Sierra,Adult,0,2,0,87,,Physical,01adk,Central,Central,Self-Check,Adult,,,Cortelyou,adk,Central Deck Collection,Central Library 1,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
Flatbush,7/8/2026,11234,Sierra,Adult,0,2,0,78,,Physical,14afc,Central,Central,Self-Check,Adult,,Book,Paerdegat,afc,Adult Fiction,Language & Literature,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
Kings Highway,7/8/2026,11229,Sierra,Adult,0,2,0,44,,Physical,01adk,Central,Central,Self-Check,Adult,,,Kings Bay,adk,Central Deck Collection,Central Library 1,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
Kings Highway,7/8/2026,11229,Sierra,Adult,0,2,0,44,,Physical,01adk,Central,Central,Self-Check,Adult,,,Kings Bay,adk,Central Deck Collection,Central Library 1,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
Kings Highway,7/8/2026,11223,Sierra,Adult,0,2,0,74,,Physical,14amy,Central,Central,Self-Check,Adult,,Book,Homecrest,amy,Adult Mystery,Language & Literature,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
Kings Highway,7/8/2026,11210,Sierra,Adult,0,2,0,45,,Physical,14anf,Central,Central,Self-Check,Senior Citizen,,Book,Kings Highway,anf,Adult Non-Fiction,Language & Literature,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Senior Citizen
Kings Highway,7/8/2026,11210,Sierra,Adult,0,2,0,45,,Physical,16anf,Central,Central,Self-Check,Adult,,Book,Kings Highway,anf,Adult Non-Fiction,"Society, Sciences & Technology",Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
Kings Highway,7/8/2026,11218,Sierra,Adult,0,2,0,43,,Physical,68afc,Mill Basin,Flatbush,Self-Check,Senior Citizen,,Book,Kensington,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Senior Citizen
Kings Highway,7/8/2026,11210,Sierra,Adult,0,2,0,45,,Physical,45anf,Kings Highway,Kings Highway,Self-Check,Adult,,Book,Kings Highway,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
Kings Highway,7/8/2026,11230,Sierra,Adult,0,2,0,80,,Physical,45afc,Kings Highway,Kings Highway,Self-Check,Senior Citizen,,Book,Ryder,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Senior Citizen
Kings Highway,7/8/2026,11229,Sierra,Adult,0,2,0,76,,Physical,76awl,Homecrest,Kings Highway,Self-Check,Senior Citizen,,Book,Homecrest,awl,Adult World Language,Branches,Senior Citizen,Unknown,,Russian,TEMPORARILY BLANK,0,,0,0,Book,Senior Citizen
Kings Highway,7/8/2026,11218,Sierra,Adult,0,2,0,43,,Physical,50amy,Brooklyn Heights,Park Slope,Self-Check,Senior Citizen,,Book,Kensington,amy,Adult Mystery,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Senior Citizen
New Lots,7/8/2026,12533,Sierra,Adult,0,2,0,47,,Physical,14anf,Central,Central,Self-Check,Adult,,Book,Macon,anf,Adult Non-Fiction,Language & Literature,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
New Utrecht,7/8/2026,11220,Sierra,Adult,0,2,0,67,,Physical,23atp,Central,Central,Self-Check,Adult,,Book,McKinley Park,atp,B&CC Test Preparation,Business & Career Center,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
New Utrecht,7/8/2026,11220,Sierra,Adult,0,2,0,67,,Physical,23atp,Central,Central,Self-Check,Adult,,Book,McKinley Park,atp,B&CC Test Preparation,Business & Career Center,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
New Utrecht,7/8/2026,11220,Sierra,Adult,0,2,0,55,,Physical,14anf,Central,Central,Self-Check,Adult,,Book,Sunset Park,anf,Adult Non-Fiction,Language & Literature,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
New Utrecht,7/8/2026,11209,Sierra,Adult,0,2,0,67,,Physical,14awl,Central,Central,Self-Check,Senior Citizen,,Book,Bay Ridge,awl,Adult World Language,Language & Literature,Senior Citizen,Unknown,,Russian,TEMPORARILY BLANK,0,,0,0,Book,Senior Citizen
New Utrecht,7/8/2026,11228,Sierra,Adult,0,2,0,67,,Physical,53anf,Park Slope,Park Slope,Self-Check,Senior Citizen,,Book,McKinley Park,anf,Adult Non-Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Senior Citizen
Park Slope,7/8/2026,11218,Sierra,Adult,0,2,0,53,,Physical,01adk,Central,Central,Self-Check,Senior Citizen,,,Park Slope,adk,Central Deck Collection,Central Library 1,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Senior Citizen
Flatbush,7/8/2026,11218,Sierra,Juvenile,0,2,0,87,,Physical,50jfc,Brooklyn Heights,Park Slope,Self-Check,Adult,,Book,Cortelyou,jfc,Juvenile Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
Flatbush,7/8/2026,11218,Sierra,Juvenile,0,2,0,77,,Physical,50jbr,Brooklyn Heights,Park Slope,Self-Check,Adult,,Juvenile Bridge Book,Windsor Terrace,jbr,Juvenile Bridge Book,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
Kings Highway,7/8/2026,11204,Sierra,Juvenile,0,2,0,80,,Physical,02jje,Central,Central,Self-Check,Adult,,Book,Ryder,jje,Juvenile Picture Book,Youth Wing - Juvenile,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
Kings Highway,7/8/2026,11204,Sierra,Juvenile,0,2,0,43,,Physical,43jfc,Kensington,Kings Highway,Self-Check,Juvenile,,Book,Kensington,jfc,Juvenile Fiction,Branches,Juvenile,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Juvenile
Kings Highway,7/8/2026,11204,Sierra,Juvenile,0,2,0,43,,Physical,43jfc,Kensington,Kings Highway,Self-Check,Young Adult,,Book,Kensington,jfc,Juvenile Fiction,Branches,Young Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Young Adult
New Lots,7/8/2026,11207,Sierra,Juvenile,0,2,0,52,,Physical,02jje,Central,Central,Self-Check,Adult,,Book,Spring Creek,jje,Juvenile Picture Book,Youth Wing - Juvenile,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
New Lots,7/8/2026,11236,Sierra,Juvenile,0,2,0,81,,Physical,81jfc,Jamaica Bay,New Lots,Self-Check,Adult,,Book,Jamaica Bay,jfc,Juvenile Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
New Lots,7/8/2026,11207,Sierra,Juvenile,0,2,0,52,,Physical,51jje,New Utrecht,New Utrecht,Self-Check,Adult,,Book,Spring Creek,jje,Juvenile Picture Book,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
New Utrecht,7/8/2026,11214,Sierra,Juvenile,0,2,0,71,,Physical,71jer,Ulmer Park,New Utrecht,Self-Check,Adult,,Book,Ulmer Park,jer,Juvenile Early Readers,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,Adult
New Utrecht,7/8/2026,11204,Sierra,Juvenile,0,2,0,zk247,P.S. 247 Brooklyn,Physical,42jer,Highlawn,New Utrecht,Self-Check,MyLibraryNYC: J,,Book,Highlawn,jer,Juvenile Early Readers,Branches,MyLibraryNYC: J,Unknown,,English,TEMPORARILY BLANK,0,,0,0,Book,MyLibraryNYC: J
Crown Heights,7/8/2026,11225,Sierra,Adult,0,0,0,38,,Physical,30anf,Crown Heights,Crown Heights,Circ Desk,Adult,,Book,Crown Heights,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,2,,2,0,Book,Adult
Crown Heights,7/8/2026,11213,Sierra,Adult,0,0,0,01,,Physical,30anf,Crown Heights,Crown Heights,Circ Desk,Senior Citizen,,Book,Crown Heights,anf,Adult Non-Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,2,,2,0,Book,Senior Citizen
Crown Heights,7/8/2026,11206,Sierra,Adult,0,0,0,24,,Physical,24awl,Brighton Beach,Kings Highway,Circ Desk,Senior Citizen,,Book,DeKalb,awl,Adult World Language,Branches,Senior Citizen,Unknown,,Russian,TEMPORARILY BLANK,2,,2,0,Book,Senior Citizen
Kings Highway,7/8/2026,11223,Sierra,Adult,0,0,0,68,,Physical,24anf,Brighton Beach,Kings Highway,Circ Desk,Adult,,Book,Brighton Beach,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,2,,2,0,Book,Adult
Kings Highway,7/8/2026,11223,Sierra,Adult,0,0,0,68,,Physical,43anf,Kensington,Kings Highway,Circ Desk,Adult,,Book,Brighton Beach,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,2,,2,0,Book,Adult
New Utrecht,7/8/2026,11220,Sierra,Adult,0,0,0,67,,Physical,67anf,McKinley Park,New Utrecht,Circ Desk,Senior Citizen,,Book,McKinley Park,anf,Adult Non-Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,2,,2,0,Book,Senior Citizen
No Region,7/8/2026,11219,Sierra,Adult,0,0,0,90,,Physical,16anf,Central,Central,Circ Desk,Books By Mail,,Book,Services for Older Adults,anf,Adult Non-Fiction,"Society, Sciences & Technology",Books By Mail,Unknown,,English,TEMPORARILY BLANK,2,,2,0,Book,Books By Mail
No Region,7/8/2026,11211,Sierra,Adult,0,0,0,90,,Physical,90awl,Services for Older Adults,No Region,Circ Desk,Books By Mail,,Book,Services for Older Adults,awl,Adult World Language,Branches,Books By Mail,Unknown,,Chinese,TEMPORARILY BLANK,2,,2,0,Book,Books By Mail
No Region,7/8/2026,11211,Sierra,Adult,0,0,0,90,,Physical,90awl,Services for Older Adults,No Region,Circ Desk,Books By Mail,,Book,Services for Older Adults,awl,Adult World Language,Branches,Books By Mail,Unknown,,Chinese,TEMPORARILY BLANK,2,,2,0,Book,Books By Mail
No Region,7/8/2026,11211,Sierra,Adult,0,0,0,90,,Physical,90awl,Services for Older Adults,No Region,Circ Desk,Books By Mail,,Book,Services for Older Adults,awl,Adult World Language,Branches,Books By Mail,Unknown,,Chinese,TEMPORARILY BLANK,2,,2,0,Book,Books By Mail
No Region,7/8/2026,11211,Sierra,Adult,0,0,0,90,,Physical,90awl,Services for Older Adults,No Region,Circ Desk,Books By Mail,,Book,Services for Older Adults,awl,Adult World Language,Branches,Books By Mail,Unknown,,Chinese,TEMPORARILY BLANK,2,,2,0,Book,Books By Mail
No Region,7/8/2026,11211,Sierra,Adult,0,0,0,90,,Physical,90awl,Services for Older Adults,No Region,Circ Desk,Books By Mail,,Book,Services for Older Adults,awl,Adult World Language,Branches,Books By Mail,Unknown,,Chinese,TEMPORARILY BLANK,2,,2,0,Book,Books By Mail
No Region,7/8/2026,11211,Sierra,Adult,0,0,0,90,,Physical,90awl,Services for Older Adults,No Region,Circ Desk,Books By Mail,,Book,Services for Older Adults,awl,Adult World Language,Branches,Books By Mail,Unknown,,Chinese,TEMPORARILY BLANK,2,,2,0,Book,Books By Mail
