Circ Region,Transaction Date,Patron Zip,Source,Item Age,Checkouts,Checkouts from Holds,Holds Placed,Home Library Code,Home Library Name,Media Type,Original Item Location,Original Item Branch,Original Item Region,Transaction Method,P Type,Branch Blending,Item Type,Circ Branch,Item Code,Item Definition,Central Divisions,PType Age,Checkout Path,Reading Format,Language,Summer Reading Code,Renewals,OD Renewal,Circ,Checkins,Book/Non-Book,PType Code
Central,7/8/2026,10001,Sierra,Adult,2,0,0,01,,Physical,16anf,Central,Central,Self-Check,Young Adult,,Book,Central,anf,Adult Non-Fiction,"Society, Sciences & Technology",Young Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Young Adult
Central,7/8/2026,11201,Sierra,Adult,2,0,0,01,,Physical,50anf,Brooklyn Heights,Park Slope,Self-Check,Adult,,Book,Central,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11216,Sierra,Adult,2,0,0,79,,Physical,01adk,Central,Central,Self-Check,Adult,,,Brower Park,adk,Central Deck Collection,Central Library 1,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11216,Sierra,Adult,2,0,0,79,,Physical,01adk,Central,Central,Self-Check,Adult,,,Brower Park,adk,Central Deck Collection,Central Library 1,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,,Sierra,Adult,2,0,0,01,,Physical,01adk,Central,Central,Self-Check,Adult,,,Crown Heights,adk,Central Deck Collection,Central Library 1,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11221,Sierra,Adult,2,0,0,29,,Physical,01adk,Central,Central,Self-Check,Adult,,,DeKalb,adk,Central Deck Collection,Central Library 1,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11226,Sierra,Adult,2,0,0,01,,Physical,14afc,Central,Central,Self-Check,Adult,,Book,Bedford,afc,Adult Fiction,Language & Literature,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11205,Sierra,Adult,2,0,0,62,,Physical,22amy,Bedford,Crown Heights,Self-Check,Adult,,Book,Bedford,amy,Adult Mystery,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11213,Sierra,Adult,2,0,0,50,,Physical,79afc,Brower Park,Crown Heights,Self-Check,Adult,,Book,Brower Park,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11213,Sierra,Adult,2,0,0,79,,Physical,79anf,Brower Park,Crown Heights,Self-Check,Adult,,Book,Brower Park,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11221,Sierra,Adult,2,0,0,01,,Physical,35afc,DeKalb,Crown Heights,Self-Check,Adult,,Book,DeKalb,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11237,Sierra,Adult,2,0,0,29,,Physical,35anf,DeKalb,Crown Heights,Self-Check,Adult,,Book,DeKalb,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11249,Sierra,Adult,2,0,0,41,,Physical,41afc,Greenpoint,Crown Heights,Self-Check,Adult,,Book,Greenpoint,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11385,Sierra,Adult,2,0,0,61,,Physical,41afc,Greenpoint,Crown Heights,Self-Check,Adult,,Book,Greenpoint,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11222,Sierra,Adult,2,0,0,41,,Physical,41alp,Greenpoint,Crown Heights,Self-Check,Adult,,Book,Greenpoint,alp,Adult Large Print,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11211,Sierra,Adult,2,0,0,29,,Physical,46afc,Leonard,Crown Heights,Self-Check,Adult,,Book,Leonard,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11211,Sierra,Adult,2,0,0,41,,Physical,46afc,Leonard,Crown Heights,Self-Check,Adult,,Book,Leonard,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11216,Sierra,Adult,2,0,0,59,,Physical,59anf,Marcy,Crown Heights,Self-Check,Adult,,Book,Marcy,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11221,Sierra,Adult,2,0,0,01,,Physical,61afc,Washington Irving,Crown Heights,Self-Check,Adult,,Book,Washington Irving,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11237,Sierra,Adult,2,0,0,61,,Physical,61afc,Washington Irving,Crown Heights,Self-Check,Adult,,Book,Washington Irving,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11374,Sierra,Adult,2,0,0,41,,Physical,41awl,Greenpoint,Crown Heights,Self-Check,Adult,,Book,Greenpoint,awl,Adult World Language,Branches,Adult,Unknown,,Polish,TEMPORARILY BLANK,0,,2,0,Book,Adult
Crown Heights,7/8/2026,11211,Sierra,Adult,2,0,0,46,,Physical,55anf,Sunset Park,New Utrecht,Self-Check,Adult,,Book,Leonard,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11218,Sierra,Adult,2,0,0,87,,Physical,01adk,Central,Central,Self-Check,Adult,,,Cortelyou,adk,Central Deck Collection,Central Library 1,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11234,Sierra,Adult,2,0,0,78,,Physical,14afc,Central,Central,Self-Check,Adult,,Book,Paerdegat,afc,Adult Fiction,Language & Literature,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11226,Sierra,Adult,2,0,0,87,,Physical,16anf,Central,Central,Self-Check,Adult,,Book,Cortelyou,anf,Adult Non-Fiction,"Society, Sciences & Technology",Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11226,Sierra,Adult,2,0,0,87,,Physical,87agn,Cortelyou,Flatbush,Self-Check,Young Adult,,Adult Graphic Novel,Cortelyou,agn,Adult Graphic Novel,Branches,Young Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Young Adult
Flatbush,7/8/2026,11210,Sierra,Adult,2,0,0,01,,Physical,33afc,Clarendon,Flatbush,Self-Check,Adult,,Book,Clarendon,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11218,Sierra,Adult,2,0,0,43,,Physical,87afc,Cortelyou,Flatbush,Self-Check,Adult,,Book,Cortelyou,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11218,Sierra,Adult,2,0,0,87,,Physical,87afc,Cortelyou,Flatbush,Self-Check,Adult,,Book,Cortelyou,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11226,Sierra,Adult,2,0,0,87,,Physical,87amy,Cortelyou,Flatbush,Self-Check,Adult,,Book,Cortelyou,amy,Adult Mystery,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11212,Sierra,Adult,2,0,0,29,,Physical,36afc,East Flatbush,Flatbush,Self-Check,Adult,,Book,East Flatbush,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11221,Sierra,Adult,2,0,0,57,,Physical,38afc,Flatbush,Flatbush,Self-Check,Adult,,Book,Flatbush,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11210,Sierra,Adult,2,0,0,48,,Physical,39afc,Flatlands,Flatbush,Self-Check,Adult,,Book,Flatlands,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11234,Sierra,Adult,2,0,0,45,,Physical,39amy,Flatlands,Flatbush,Self-Check,Adult,,Book,Flatlands,amy,Adult Mystery,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11234,Sierra,Adult,2,0,0,48,,Physical,68amy,Mill Basin,Flatbush,Self-Check,Adult,,Book,Mill Basin,amy,Adult Mystery,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11211,Sierra,Adult,2,0,0,01,,Physical,77anf,Windsor Terrace,Flatbush,Self-Check,Adult,,Book,Windsor Terrace,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11218,Sierra,Adult,2,0,0,77,,Physical,77anf,Windsor Terrace,Flatbush,Self-Check,Adult,,Book,Windsor Terrace,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Flatbush,7/8/2026,11230,Sierra,Adult,2,0,0,87,,Physical,87anf,Cortelyou,Flatbush,Self-Check,Juvenile,,Book,Cortelyou,anf,Adult Non-Fiction,Branches,Juvenile,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Juvenile
Flatbush,7/8/2026,11230,Sierra,Adult,2,0,0,48,,Physical,87afc,Cortelyou,Flatbush,Self-Check,Senior Citizen,,Book,Cortelyou,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Flatbush,7/8/2026,11210,Sierra,Adult,2,0,0,39,,Physical,39afc,Flatlands,Flatbush,Self-Check,Senior Citizen,,Book,Flatlands,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Flatbush,7/8/2026,11234,Sierra,Adult,2,0,0,39,,Physical,39afc,Flatlands,Flatbush,Self-Check,Senior Citizen,,Book,Flatlands,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Flatbush,7/8/2026,11234,Sierra,Adult,2,0,0,39,,Physical,68afc,Mill Basin,Flatbush,Self-Check,Senior Citizen,,Book,Mill Basin,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Flatbush,7/8/2026,11234,Sierra,Adult,2,0,0,66,,Physical,68afc,Mill Basin,Flatbush,Self-Check,Senior Citizen,,Book,Mill Basin,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Flatbush,7/8/2026,11218,Sierra,Adult,2,0,0,77,,Physical,77afc,Windsor Terrace,Flatbush,Self-Check,Senior Citizen,,Book,Windsor Terrace,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Flatbush,7/8/2026,11210,Sierra,Adult,2,0,0,78,,Physical,33afc,Clarendon,Flatbush,Self-Check,Young Adult,,Book,Clarendon,afc,Adult Fiction,Branches,Young Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Young Adult
Flatbush,7/8/2026,11210,Sierra,Adult,2,0,0,01,,Physical,50anf,Brooklyn Heights,Park Slope,Self-Check,Adult,,Book,Clarendon,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Kings Highway,7/8/2026,11229,Sierra,Adult,2,0,0,44,,Physical,01adk,Central,Central,Self-Check,Adult,,,Kings Bay,adk,Central Deck Collection,Central Library 1,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Kings Highway,7/8/2026,11229,Sierra,Adult,2,0,0,44,,Physical,01adk,Central,Central,Self-Check,Adult,,,Kings Bay,adk,Central Deck Collection,Central Library 1,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Kings Highway,7/8/2026,11223,Sierra,Adult,2,0,0,74,,Physical,14amy,Central,Central,Self-Check,Adult,,Book,Homecrest,amy,Adult Mystery,Language & Literature,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Kings Highway,7/8/2026,11230,Sierra,Adult,2,0,0,48,,Physical,14arp,Central,Central,Self-Check,Adult,,Book,Ryder,arp,Adult Fiction,Language & Literature,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Kings Highway,7/8/2026,11210,Sierra,Adult,2,0,0,45,,Physical,14anf,Central,Central,Self-Check,Senior Citizen,,Book,Kings Highway,anf,Adult Non-Fiction,Language & Literature,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Kings Highway,7/8/2026,11218,Sierra,Adult,2,0,0,43,,Physical,68afc,Mill Basin,Flatbush,Self-Check,Senior Citizen,,Book,Kensington,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Kings Highway,7/8/2026,11229,Sierra,Adult,2,0,0,66,,Physical,66afc,Gerritsen Beach,Kings Highway,Self-Check,Adult,,Book,Gerritsen Beach,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Kings Highway,7/8/2026,11210,Sierra,Adult,2,0,0,45,,Physical,45afc,Kings Highway,Kings Highway,Self-Check,Adult,,Book,Kings Highway,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Kings Highway,7/8/2026,11229,Sierra,Adult,2,0,0,45,,Physical,45anf,Kings Highway,Kings Highway,Self-Check,Adult,,Book,Kings Highway,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Kings Highway,7/8/2026,11235,Sierra,Adult,2,0,0,56,,Physical,24anf,Brighton Beach,Kings Highway,Self-Check,Senior Citizen,,Book,Brighton Beach,anf,Adult Non-Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Kings Highway,7/8/2026,11235,Sierra,Adult,2,0,0,66,,Physical,44afc,Kings Bay,Kings Highway,Self-Check,Senior Citizen,,Book,Kings Bay,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Kings Highway,7/8/2026,11235,Sierra,Adult,2,0,0,56,,Physical,44anf,Kings Bay,Kings Highway,Self-Check,Senior Citizen,,Book,Kings Bay,anf,Adult Non-Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Kings Highway,7/8/2026,11210,Sierra,Adult,2,0,0,45,,Physical,45afc,Kings Highway,Kings Highway,Self-Check,Senior Citizen,,Book,Kings Highway,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Kings Highway,7/8/2026,11235,Sierra,Adult,2,0,0,56,,Physical,56awl,Sheepshead Bay,Kings Highway,Self-Check,Senior Citizen,,Book,Sheepshead Bay,awl,Adult World Language,Branches,Senior Citizen,Unknown,,Russian,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Kings Highway,7/8/2026,11229,Sierra,Adult,2,0,0,45,,Physical,45afc,Kings Highway,Kings Highway,Self-Check,Young Adult,,Book,Kings Highway,afc,Adult Fiction,Branches,Young Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Young Adult
Kings Highway,7/8/2026,11218,Sierra,Adult,2,0,0,43,,Physical,50amy,Brooklyn Heights,Park Slope,Self-Check,Senior Citizen,,Book,Kensington,amy,Adult Mystery,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
New Lots,7/8/2026,11205,Sierra,Adult,2,0,0,59,,Physical,21anf,Arlington,New Lots,Self-Check,Adult,,Book,Arlington,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Lots,7/8/2026,11210,Sierra,Adult,2,0,0,01,,Physical,65amy,Cypress Hills,New Lots,Self-Check,Adult,,Book,Cypress Hills,amy,Adult Mystery,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Lots,7/8/2026,11208,Sierra,Adult,2,0,0,65,,Physical,65asf,Cypress Hills,New Lots,Self-Check,Adult,,Book,Cypress Hills,asf,Adult Science Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Lots,7/8/2026,11236,Sierra,Adult,2,0,0,57,,Physical,57anf,Saratoga,New Lots,Self-Check,Adult,,Book,Saratoga,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Lots,7/8/2026,11208,Sierra,Adult,2,0,0,65,,Physical,65awl,Cypress Hills,New Lots,Self-Check,Adult,,Book,Cypress Hills,awl,Adult World Language,Branches,Adult,Unknown,,Spanish,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Lots,7/8/2026,11233,Sierra,Adult,2,0,0,47,,Physical,47anf,Macon,New Lots,Self-Check,Senior Citizen,,Book,Macon,anf,Adult Non-Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
New Lots,7/8/2026,11208,Sierra,Adult,2,0,0,62,,Physical,65anf,Cypress Hills,New Lots,Self-Check,Senior Citizen Power User,,Book,Cypress Hills,anf,Adult Non-Fiction,Branches,Senior Citizen Power User,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen Power User
New Utrecht,7/8/2026,11220,Sierra,Adult,2,0,0,55,,Physical,14anf,Central,Central,Self-Check,Adult,,Book,Sunset Park,anf,Adult Non-Fiction,Language & Literature,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Utrecht,7/8/2026,11214,Sierra,Adult,2,0,0,51,,Physical,51awl,New Utrecht,New Utrecht,Self-Check,Adult,,Book,New Utrecht,awl,Adult World Language,Branches,Adult,Unknown,,Chinese,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Utrecht,7/8/2026,11211,Sierra,Adult,2,0,0,60,,Physical,51awl,New Utrecht,New Utrecht,Self-Check,Adult,,Book,New Utrecht,awl,Adult World Language,Branches,Adult,Unknown,,Chinese,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Utrecht,7/8/2026,11214,Sierra,Adult,2,0,0,51,,Physical,51afc,New Utrecht,New Utrecht,Self-Check,Adult,,Book,New Utrecht,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Utrecht,7/8/2026,11214,Sierra,Adult,2,0,0,51,,Physical,51afc,New Utrecht,New Utrecht,Self-Check,Adult,,Book,New Utrecht,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Utrecht,7/8/2026,11214,Sierra,Adult,2,0,0,51,,Physical,51anf,New Utrecht,New Utrecht,Self-Check,Adult,,Book,New Utrecht,anf,Adult Non-Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Utrecht,7/8/2026,11232,Sierra,Adult,2,0,0,55,,Physical,55afc,Sunset Park,New Utrecht,Self-Check,Adult,,Book,Sunset Park,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Utrecht,7/8/2026,11232,Sierra,Adult,2,0,0,55,,Physical,55afc,Sunset Park,New Utrecht,Self-Check,Adult,,Book,Sunset Park,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Utrecht,7/8/2026,11232,Sierra,Adult,2,0,0,55,,Physical,55alp,Sunset Park,New Utrecht,Self-Check,Adult,,Book,Sunset Park,alp,Adult Large Print,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
New Utrecht,7/8/2026,11223,Sierra,Adult,2,0,0,42,,Physical,51awl,New Utrecht,New Utrecht,Self-Check,Senior Citizen,,Book,New Utrecht,awl,Adult World Language,Branches,Senior Citizen,Unknown,,Chinese,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
New Utrecht,7/8/2026,11235,Sierra,Adult,2,0,0,66,,Physical,28afc,Bay Ridge,New Utrecht,Self-Check,Senior Citizen,,Book,Bay Ridge,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
New Utrecht,7/8/2026,11223,Sierra,Adult,2,0,0,42,,Physical,42alp,Highlawn,New Utrecht,Self-Check,Senior Citizen,,Book,Highlawn,alp,Adult Large Print,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
New Utrecht,7/8/2026,11204,Sierra,Adult,2,0,0,42,,Physical,42anf,Highlawn,New Utrecht,Self-Check,Senior Citizen,,Book,Highlawn,anf,Adult Non-Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
New Utrecht,7/8/2026,11223,Sierra,Adult,2,0,0,42,,Physical,42anf,Highlawn,New Utrecht,Self-Check,Senior Citizen,,Book,Highlawn,anf,Adult Non-Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
New Utrecht,7/8/2026,11220,Sierra,Adult,2,0,0,55,,Physical,51afc,New Utrecht,New Utrecht,Self-Check,Senior Citizen,,Book,Sunset Park,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
New Utrecht,7/8/2026,11232,Sierra,Adult,2,0,0,55,,Physical,55afc,Sunset Park,New Utrecht,Self-Check,Senior Citizen,,Book,Sunset Park,afc,Adult Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Park Slope,7/8/2026,11201,Sierra,Adult,2,0,0,31,,Physical,11anf,Central,Central,Self-Check,Adult,,Book,Adams Street,anf,Adult Non-Fiction,Art & Music,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11378,Sierra,Adult,2,0,0,01,,Physical,16anf,Central,Central,Self-Check,Adult,,Book,Park Slope,anf,Adult Non-Fiction,"Society, Sciences & Technology",Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11232,Sierra,Adult,2,0,0,55,,Physical,40afc,Fort Hamilton,New Utrecht,Self-Check,Adult,,Book,Park Slope,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11422,Sierra,Adult,2,0,0,50,,Physical,50agn,Brooklyn Heights,Park Slope,Self-Check,Adult,,Adult Graphic Novel,Brooklyn Heights,agn,Adult Graphic Novel,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11220,Sierra,Adult,2,0,0,55,,Physical,88afc,Adams Street,Park Slope,Self-Check,Adult,,Book,Adams Street,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11212,Sierra,Adult,2,0,0,01,,Physical,50abi,Brooklyn Heights,Park Slope,Self-Check,Adult,,Book,Brooklyn Heights,abi,Adult Biography,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11225,Sierra,Adult,2,0,0,01,,Physical,50afc,Brooklyn Heights,Park Slope,Self-Check,Adult,,Book,Brooklyn Heights,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11201,Sierra,Adult,2,0,0,31,,Physical,50afc,Brooklyn Heights,Park Slope,Self-Check,Adult,,Book,Brooklyn Heights,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11231,Sierra,Adult,2,0,0,31,,Physical,50afc,Brooklyn Heights,Park Slope,Self-Check,Adult,,Book,Brooklyn Heights,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11221,Sierra,Adult,2,0,0,61,,Physical,50afc,Brooklyn Heights,Park Slope,Self-Check,Adult,,Book,Brooklyn Heights,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11225,Sierra,Adult,2,0,0,01,,Physical,53afc,Park Slope,Park Slope,Self-Check,Adult,,Book,Park Slope,afc,Adult Fiction,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11215,Sierra,Adult,2,0,0,01,,Physical,53alp,Park Slope,Park Slope,Self-Check,Adult,,Book,Park Slope,alp,Adult Large Print,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,12007,Sierra,Adult,2,0,0,01,,Physical,53alp,Park Slope,Park Slope,Self-Check,Adult,,Book,Park Slope,alp,Adult Large Print,Branches,Adult,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11232,Sierra,Adult,2,0,0,50,,Physical,53awl,Park Slope,Park Slope,Self-Check,Adult,,Book,Park Slope,awl,Adult World Language,Branches,Adult,Unknown,,French,TEMPORARILY BLANK,0,,2,0,Book,Adult
Park Slope,7/8/2026,11201,Sierra,Adult,2,0,0,50,,Physical,50anf,Brooklyn Heights,Park Slope,Self-Check,Senior Citizen,,Book,Brooklyn Heights,anf,Adult Non-Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Park Slope,7/8/2026,11209,Sierra,Adult,2,0,0,50,,Physical,53amy,Park Slope,Park Slope,Self-Check,Senior Citizen,,Book,Park Slope,amy,Adult Mystery,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
Park Slope,7/8/2026,11215,Sierra,Adult,2,0,0,01,,Physical,53anf,Park Slope,Park Slope,Self-Check,Senior Citizen,,Book,Park Slope,anf,Adult Non-Fiction,Branches,Senior Citizen,Unknown,,English,TEMPORARILY BLANK,0,,2,0,Book,Senior Citizen
